PLAY #,EVENT,SCORE,CLOCK,QTR,HASH,YARD LN,FIELD ZONE,DN,DIST,SITUATION (O),SITUATION (AFTER),PLAY TYPE,RESULT,GN/LS,REDMEN OFF PLAY,OFF PLAY,OPRS,BACKFIELD,REC ALIGNMENT,MOTION,ARRIVE AT MESH,CONCEPT,PLAY FAMILY,PROTECTION,DPRS,DEF FRONT,FRONT TYPE,SHOW,STUNT,DOG,BLITZ,NBR,PRESSURE PATTERN,PSL - MOF,COVERAGE,COVERAGE ADJUST,QUICK,NED,NOSE,TEX,RUSH,END,WILL,OSCAR,MIKE,STAR,ODK
17,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,09:45,2,R,-54,OF,2,10,2+LONG,AFTER SACK,Pass,Complete,13,Four L Samurai Race Dog,VERTICALS,RAN,GW,41,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,STING,BULLY,SCMAW3,,7,4 DOWN -- 7MO,,0,HBR,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
18,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,09:07,2,R,43,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,8,W To Drummond L Good Blast,,RAN,SPLIT,22,FLY,,IZ,2/3 WHAM,,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
19,MCG-OFF -- MTL-DEF,MCG-00 VS MTL-07,08:41,2,R,35,FZ,2,2,2+SHORT,AFTER RUN,Run,Rush,-6,Tango To Four L Tiger Squeeze X Pin Crack,,RAN,GS,41,TANGO,,UTILITY,8/9 TEX,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,11P,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
20,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-07,04:32,2,M,-35,OF,1,10,P+10,AFTER SAFETY,Run,Rush,-1,Cash L Wiz Bad Z Slip H Bang Cali,,RAN,GS,32,,,OZ,6/7,,30 BASE,33 STACK,ODD,,DBL BNG,MCW3,,5,3 DOWN -- 5O,,11P,SPIN,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
21,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-07,04:08,2,R,-34,OF,2,11,2+VERY LONG,AFTER RUN,Pass,Incomplete,0,Four L Samurai Z Dagger Dog,APACHE,RAN,GW,41,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,HBR,MTL-98,,MTL-97,,,MTL-94,MTL-19,,MTL-02,MTL-05,D
22,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:11,2,R,-34,OF,1,10,,,,Timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
23,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:10,2,R,-34,OF,1,10,P+10,AFTER KO - TD,Pass,Complete,11,Cash L Summer H STICK,STICK,RAN,GW,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
24,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:05,2,L,-45,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Incomplete,0,Cash L Winter W Level,DUPLEX,RAN,GS,32,,,DROPBACK,,60/61,30 BASE,33 DBL FLEX,ODD,,STRIP,MAWB,,5,3 DOWN -- 5M,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
25,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,00:50,2,L,-45,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,1,Four L Sammy Blade,LIGHT,RAN,GW,41,,,DROPBACK,,66/67,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,HBR,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
26,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,14:53,3,L,-37,OF,1,10,P+10,AFTER KO - HALF,Pass,Incomplete,0,Four L Samurai Z Flash Indi,RAM,RAN,GW,41,,,DROPBACK,,60/61,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,4,ROTATE,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
27,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,14:43,3,L,-37,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,Cash L Roll Ship,FLOOD,RAN,P,32,,,SPRINT,,78/79,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
28,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,11:16,3,L,-41,OF,1,10,P+10,AFTER TURNOVER,Run,Rush,9,Cash L Wiz Good Z Fly,,RAN,GS,32,,,GAP,4/5 HYDRO,,30 BASE,34,ODD,,RM,MC,,4,3 DOWN -- 4F,,4,,MTL-98,,MTL-97,,,MTL-51,MTL-19,MTL-02,MTL-50,MTL-05,D
29,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,10:44,3,R,-50,OF,2,1,2+SHORT,AFTER RUN,Run,Rush,5,(Arm) Daddy L Good Wedge,QB SNEAK,,,,,,SNEAK,QB SNEAK,,40 BASE,GAPS,EVEN,M-JET W-JET,,MCW3,,6,4 DOWN -- 6O,,,,MTL-98,MTL-89,,MTL-97,MTL-51,,MTL-19,,MTL-02,MTL-05,D
30,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,10:15,3,R,55,OF,1,10,C+10,AFTER QB SNEAK,Pass,Complete,34,Four L Wiz Samurai Z Bubble Indi,X-FADE,RAN,GW,41,,,DROPBACK,,60/61,40 BASE,41 OUT,EVEN,,ATT/KN,,,4,4 DOWN -- 4R,,3CW,,MTL-98,MTL-89,,MTL-97,MTL-51,,MTL-19,,MTL-02,MTL-05,D
31,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,09:48,3,R,21,OF,1,10,C+10,AFTER EXPL. PASS,Pass,Incomplete,0,H To Cessna L Sarah W Stick,STICK,RAN,GW,31,,,DROPBACK,,74/75,40 BASE,42 IN,EVEN,,,,,4,4 DOWN -- 4R,,3CSX,,MTL-98,MTL-89,,MTL-97,MTL-51,,MTL-19,,MTL-02,MTL-05,D
32,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,09:18,3,R,21,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Interception,0,Cash L Zip Warrior W Level,DUPLEX,RAN,GS,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-51,MTL-19,MTL-02,MTL-50,MTL-05,D
33,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,05:45,3,R,-8,BU,1,10,P+10,AFTER PUNT,Pass,Incomplete,0,Four L Samurai Z Flash Pump Indi,RAM PUMP,RAN,GW,41,,,DROPBACK,,60/61,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,HBR,MTL-54,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
34,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,05:35,3,R,-8,BU,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Penalty,0,Chewy L Summer Y Spear,TRIPLEX,RAN,GW,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-54,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
35,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,05:25,3,R,-18,BU,1,10,C+10,AFTER PENALTY,Pass,Incomplete,0,Cash L Wiz Warrior Z Branch,COUCH,RAN,P,32,,,DROPBACK,,60/61,30 BASE,33 DBL FLEX,ODD,,STRIP,MAWB,,5,3 DOWN -- 5M,,3,,MTL-54,,MTL-97,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
36,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,05:15,3,R,-18,BU,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,Chewy L Flip Samurai Smash,CORNER,RAN,GW,32,WALTZ,,DROPBACK,,60/61,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,,7,3 DOWN -- 7MO,,0,,MTL-54,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
37,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,03:12,3,R,-11,BU,1,10,P+10,AFTER PUNT,Pass,Complete,12,W To Drummond L Good Blast W Float,,RAN,SPLIT,22,FLY,,IZ,,POP 2/3 WHAM,30 BASE,34,ODD,,QO,O3,,4,3 DOWN -- 4B,,MATCH,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
38,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,02:40,3,R,-23,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,21,W To Drummond L Scan Cat,COMEBACK,RAN,SPLIT,22,FLY,,DROPBACK,,74/75,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
39,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,02:09,3,R,-44,OF,1,10,C+10,AFTER EXPL. PASS,Pass,Penalty,0,W To Drummond L Good Blast W Float Y Post,,RAN,SPLIT,22,FLY,,IZ,,POP 2/3 WHAM,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,MATCH,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
40,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:46,3,R,51,OF,1,10,C+10,AFTER PENALTY,Pass,Incomplete,0,Four L Wiz Samurai Z Bubble Pump Indi,LIMBO,RAN,GW,41,,,DROPBACK,,60/61,30 BASE,34,ODD,,QO,O3,,4,3 DOWN -- 4B,,4,ROTATE,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
41,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:36,3,R,51,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Penalty,-10,Cash L Roll Boat W Blade,FLOOD,RAN,GS,32,,,SPRINT,,78/79,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
42,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-14,01:14,3,R,-49,OF,2,20,2+VERY LONG,AFTER PENALTY,Pass,Incomplete,0,Cash L Roll Boat,FLOOD,RAN,GS,32,,,SPRINT,,78/79,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,MATCH,,MTL-99,,MTL-98,,,MTL-54,MTL-19,MTL-02,MTL-50,MTL-05,D
43,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-17,09:01,4,M,-35,OF,1,10,P+10,AFTER FG,Run,Rush,-3,W To Cash L Squeeze Bad Zone,,RAN,GW,23,FLY,,IZ,2/3 ZAP,,30 BASE,34,ODD,,DBL BNG,MCW3,,5,3 DOWN -- 5O,,11,,MTL-54,,MTL-98,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
44,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-17,08:30,4,R,-32,OF,2,13,2+VERY LONG,AFTER RUN,Pass,Complete,5,Chewy L Flip Samurai Smash,CORNER,RAN,P,32,WALTZ,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-54,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
45,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,02:23,4,L,-21,OF,1,10,,,,Timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
46,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,02:23,4,L,-21,OF,1,10,P+10,AFTER KO - TD,Pass,Complete,25,(Lock) Brady Left,LIMBO,RAN,EMPTY,3T4T,,,DROPBACK,,50/51,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4WK SKY,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
47,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,02:08,4,L,-46,OF,1,10,C+10,AFTER EXPL. PASS,Pass,Penalty,-15,(Lock) Boston Left,LIMBO,RAN,EMPTY,3T4T,,,DROPBACK,,50/51,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4WK SKY,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
48,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,01:55,4,L,-31,OF,1,10,C+10,AFTER PENALTY,Pass,Complete,44,Drummond L Scan Race,VERTICALS,RAN,SPLIT,22,,,DROPBACK,,74/75,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,3DC,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
49,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,01:43,4,L,35,FZ,1,10,C+10,AFTER EXPL. PASS,Pass,Scramble,20,Drummond L Scan Cat,VERTICALS,RAN,SPLIT,22,,,DROPBACK,,74/75,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,MATCH,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
50,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,01:33,4,R,15,GZ,1,10,C+10,AFTER QB SCRAMBLE,Pass,Complete,6,(Lock) Flames L Good Pin Birds,,RAN,GS,21,,,OZ,6/7 REVERSE,,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,MATCH,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
51,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,01:23,4,R,9,GZ,2,4,2+MEDIUM,AFTER COMPLETE PASS,Pass,Scramble,0,Tango To Four L STORM T OMEN,CORNER,RAN,P,41,TANGO,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,O-MUG,,,,3,3 DOWN -- 3R,,2 MAN,HBR,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
52,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,01:13,4,R,9,GZ,3,4,3+MEDIUM,AFTER QB SCRAMBLE,Pass,Interception,0,(QB Arm) Tango To Gun Trumpet L Sprint Montana,,RAN,P,1T3,,,SPRINT,,78/79,30 BASE,34,ODD,O-MUG,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-51,,MTL-95,,,MTL-99,MTL-19,MTL-02,MTL-45,MTL-05,D
53,MCG-OFF -- MTL-DEF,MCG-09 VS MTL-24,00:16,4,R,-34,OF,1,10,P+10,AFTER PUNT,Pass,Interception,0,Drummond L Scan Race,VERTICALS,RAN,SPLIT,22,,,DROPBACK,,74/75,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4,,MTL-51,,MTL-95,,,MTL-99,MTL-29,MTL-40,MTL-45,MTL-04,D
1,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,08:16,1,L,-19,BU,1,10,P+10,AFTER KO - TD,Pass,Complete,7,,LION,BIG,SPLIT,22T,,,DROPBACK,,SCAT 60/61,40 BASE,43 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
2,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,07:38,1,L,-26,OF,2,3,2+MEDIUM,AFTER COMPLETE PASS,Pass,Complete,20,,GLANCE,RAN,GS,31,ZIP,,DROPBACK,,74/75,30 BASE,33 DBL FLEX,ODD,,,,,5,3 DOWN -- 5M,,11P,,MTL-98,,MTL-97,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
3,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,07:08,1,L,-46,OF,1,10,C+10,AFTER EXPL. PASS,Run,Rush,12,,,BIG,GW,,,,IZ,2/3 BOSS,,40 BASE,43 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
4,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,06:21,1,R,52,OF,1,10,C+10,AFTER EXPL. RUN,Pass,Complete,16,,COMEBACK,RAN,P,32T,,,IZ,2/3 WHAM,POP 2/3 WHAM,40 BASE,42 EVEN,EVEN,,NT,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
5,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,05:43,1,L,36,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Penalty,-10,,,RAN,GS,23,PILE,,IZ,2/3 ZAP,,30 BASE,33 DBL FLEX,ODD,,STRIP,MAWB,,5,3 DOWN -- 5M,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
6,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,05:14,1,L,46,OF,1,20,1+VERY LONG,AFTER PENALTY,Pass,Scramble,4,,RUB FLAT,RAN,GS,32 BUN,,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
7,SHE-OFF -- MTL-DEF,SHE-00 VS MTL-07,04:37,1,L,42,OF,2,16,2+VERY LONG,AFTER QB SCRAMBLE,Pass,Sack,-2,,STICK,REB,GS,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-94,,MTL-98,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
8,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,14:48,2,L,-35,OF,1,10,P+10,AFTER FG,Pass,Complete,3,,CORNER,REB,GW,22,,,DROPBACK,,60/61,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3TRAP,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
9,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,14:04,2,R,-38,OF,2,7,2+LONG,AFTER COMPLETE PASS,Pass,Complete,15,,BANG,REB,GS,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,MR,SCMB,,5,3 DOWN -- 5MF,,3 SPIN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
10,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,13:42,2,R,-53,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,9,,THIEF,REB,P,41T,,,IZ,2/3 ZAP,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,4,ROTATE,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
11,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,12:48,2,R,48,OF,2,1,2+SHORT,AFTER COMPLETE PASS,Run,Rush,2,,,RAN,P,22,,,SNEAK,QB SNEAK,,40 BASE,GAPS,EVEN,S-JET W-JET,,,,6,4 DOWN -- 6O,,1,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
12,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,12:08,2,R,46,OF,1,10,C+10,AFTER QB SNEAK,Pass,Complete,28,,AL,RAN,GW,32,,,DROPBACK,,74/75,30 BASE,33 STACK,ODD,,,,,3,3 DOWN -- 3R,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
13,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,11:30,2,L,18,GZ,1,10,C+10,AFTER EXPL. PASS,Pass,Penalty,5,,Z-SLANT,RAN,P,41T,AXE,,DROPBACK,,76/77,30 BASE,33 DBL FLEX,ODD,,,MBO2,,5,3 DOWN -- 5M,,11,,MTL-54,,MTL-97,,,MTL-94,MTL-02,MTL-19,MTL-50,MTL-05,D
14,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,11:24,2,L,13,GZ,1,5,1+MEDIUM,AFTER PENALTY,Pass,Penalty,11,,LION PUMP,RAN,SPLIT,22T,,,DROPBACK,,SCAT 60/61,30 BASE,34,ODD,,DBL BNG,SCM1W3,,6,3 DOWN -- 6MO,,3CW,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
15,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,11:14,2,L,2,RZ,1,2,C+GOAL,AFTER PENALTY,Run,Rush,-1,,,RAN,P,32 BUN,,,IZ,2/3 ZAP,,40 BASE,42 OUT,EVEN,M-MUG W-MUG,,MAW1,,6,4 DOWN -- 6M,,11P,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
16,SHE-OFF -- MTL-DEF,SHE-01 VS MTL-10,10:35,2,L,3,RZ,2,3,2+GOAL,AFTER RUN,Pass,"Complete, TD",3,,BANG IN,RAN,GS,23T,,,SPRINT,,RED/BLUE,40 BASE,42 GIANTS,EVEN,,,MA,,5,4 DOWN -- 5M,,0,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
17,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-10,06:03,2,R,-10,BU,1,10,P+10,AFTER PUNT,Run,Rush,6,,,REB,SPLIT,31,,,IZ,2/3 INSERT,,40 BASE,42 UNDER G,EVEN,,,,,4,4 DOWN -- 4R,,4,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
18,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-10,05:31,2,M,-16,BU,2,4,2+MEDIUM,AFTER RUN,Pass,Complete,9,,OUTLAW,RAN,GW,32T,,,DROPBACK,,60/61,40 BASE,43 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,MATCH,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-50,MTL-05,D
19,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-10,04:59,2,R,-25,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,-3,,,REB,GS,32,AXE,,IZ,2/3 WRAP,,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-45,MTL-50,MTL-05,D
20,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-10,04:20,2,R,-22,OF,2,13,,,,Timeout,0,,,,GW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
21,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-10,04:20,2,R,-22,OF,2,13,2+VERY LONG,AFTER RUN,Pass,Incomplete,0,,SEAM,REB,GS,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-45,MTL-50,MTL-05,D
22,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,01:38,2,R,-6,BU,1,10,P+10,AFTER KO - TD,Pass,Complete,2,,RAM,REB,P,23 STAR,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
23,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,01:30,2,R,-8,BU,2,8,2+LONG,AFTER COMPLETE PASS,Pass,Complete,14,,FLOOD,REB,GS,32,,,SPRINT,,RED/BLUE,30 BASE,34,ODD,M-MUG,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-94,,MTL-98,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
24,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,01:17,2,R,-22,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Incomplete,0,,STICK,REB,GW,32,,,DROPBACK,,60/61,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-94,,MTL-98,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
25,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,01:05,2,R,-22,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,,DUPLEX,REB,GS,14,,,DROPBACK,,60/61,30 BASE,34,ODD,STING,,,,3,3 DOWN -- 3R,,3DC,,MTL-94,,MTL-98,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
26,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,00:53,2,R,-37,OF,1,10,P+10,AFTER TURNOVER,Pass,Incomplete,0,,STICK,REB,GS,31,FLY,,SPRINT,,RED/BLUE,30 BASE,34,ODD,,RM,SCMB,,5,3 DOWN -- 5MF,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
27,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,00:41,2,R,-37,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,,COUCH,REB,GW,31,ZIP,,DROPBACK,,60/61,40 BASE,42 IN,EVEN,,,,,4,4 DOWN -- 4R,,4WK SKY,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
28,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-17,00:02,2,L,-35,OF,1,10,,,,,0,,QB KNEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
29,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-20,14:52,3,L,-20,OF,1,10,P+10,AFTER KO - HALF,Run,Rush,2,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
30,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-20,14:20,3,R,-22,OF,2,8,2+LONG,AFTER RUN,Pass,Complete,3,,UNDER,REB,GW,32,ZIP,,DROPBACK,,60/61,30 BASE,34,ODD,STING,,,,3,3 DOWN -- 3R,,3DC,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
31,SHE-OFF -- MTL-DEF,SHE-08 VS MTL-21,09:40,3,L,-35,OF,1,10,P+10,AFTER ROUGE,Run,Rush,3,,,RAN,GS,22,,,IZ,2/3 INSERT,,40 BASE,42 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
